Property_Class,Property_Address,Property_City,Sale_Date,Sale_Price,Land_Square_Feet,Age,Rooms,Bedrooms,Basement,Central_Heating,Central_Air_Conditioning,Fireplaces,Full_Baths,Half_Baths,Sale_Year,Sale_Month
202,10330 S ARTESIAN AVE,CHICAGO,2019-03-20,186500.0,5000.0,99,5,2,Full,Warm Air Furnace,Central A/C,1.0,5,0.0,2019,3
203,8541 S ADA ST,CHICAGO,2018-07-16,120000.0,3125.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,7
205,7921 S RIDGELAND AVE,CHICAGO,2018-01-10,35000.0,5430.0,110,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2018,1
203,8125 S MARQUETTE AVE,CHICAGO,2018-07-11,159000.0,3750.0,95,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,7
203,2611 E 73RD ST,CHICAGO,2019-08-21,105000.0,5067.0,107,5,3,Full,Warm Air Furnace,No Central A/C,1.0,5,0.0,2019,8
207,8132 S BENNETT AVE,CHICAGO,2020-12-18,220000.0,4650.0,53,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2020,12
205,8631 S BURNHAM AVE,CHICAGO,2018-01-20,85000.0,3125.0,80,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2018,1
203,8046 S MERRILL AVE,CHICAGO,2019-11-27,190000.0,4375.0,97,5,3,Full,Hot Water Steam,No Central A/C,1.0,5,1.0,2019,11
202,8424 S COLFAX AVE,CHICAGO,2018-08-13,16000.0,3125.0,107,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,8
203,7949 S ABERDEEN ST,CHICAGO,2020-02-21,193000.0,3750.0,100,6,3,Partial,Hot Water Steam,No Central A/C,1.0,6,0.0,2020,2
203,10104 S TALMAN AVE,CHICAGO,2019-07-03,305000.0,4445.0,68,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,7
207,10806 S SACRAMENTO AVE,CHICAGO,2019-02-28,425000.0,3720.0,3,7,4,Partial,Warm Air Furnace,Central A/C,1.0,7,1.0,2019,2
203,1750 E 83RD PL,CHICAGO,2018-07-02,212000.0,3750.0,96,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,7
203,8508 S MARQUETTE AVE,CHICAGO,2019-01-09,50000.0,3125.0,55,6,3,Full,Warm Air Furnace,Central A/C,3.0,6,0.0,2019,1
205,2548 E 81ST ST,CHICAGO,2019-09-16,175000.0,4384.0,71,5,3,Full,Warm Air Furnace,Central A/C,1.0,5,0.0,2019,9
278,1133 E 83RD ST,CHICAGO,2020-10-18,247500.0,2688.0,21,6,3,Slab,Warm Air Furnace,Central A/C,1.0,6,1.0,2020,10
204,8445 S MORGAN ST,CHICAGO,2020-02-22,229900.0,4105.0,97,7,3,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2020,2
205,2621 W 102ND PL,CHICAGO,2018-08-13,180000.0,6960.0,75,5,2,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,8
203,8310 S ADA ST,CHICAGO,2018-10-09,50000.0,3625.0,97,5,3,Full,Warm Air Furnace,No Central A/C,1.0,5,0.0,2018,10
203,8129 S JUSTINE ST,CHICAGO,2019-05-07,175500.0,4000.0,99,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2019,5
204,8220 S DANTE AVE,CHICAGO,2018-05-10,260000.0,4600.0,97,7,4,Full,Hot Water Steam,No Central A/C,1.0,7,1.0,2018,5
202,7317 S SANGAMON ST,CHICAGO,2020-04-28,49375.0,3125.0,104,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,4
207,8005 S EMERALD AVE,CHICAGO,2019-08-15,173200.0,3125.0,13,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2019,8
202,8127 S YALE AVE,CHICAGO,2018-04-13,196000.0,4464.0,71,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,4
203,8115 S LOOMIS ST,CHICAGO,2019-11-20,64500.0,4000.0,104,5,3,Full,Hot Water Steam,No Central A/C,1.0,5,1.0,2019,11
203,2629 W 103RD ST,CHICAGO,2019-11-20,225000.0,4375.0,66,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,11
203,8508 S BISHOP ST,CHICAGO,2020-05-06,65000.0,3958.0,84,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,5
202,8446 S CONSTANCE AVE,CHICAGO,2020-02-21,99000.0,4375.0,77,4,2,Slab,Warm Air Furnace,Central A/C,0.0,4,0.0,2020,2
203,8547 S INDIANA AVE,CHICAGO,2019-10-31,190000.0,4860.0,59,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,10
205,8151 S BURNHAM AVE,CHICAGO,2018-06-14,82500.0,3000.0,130,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2018,6
203,8027 S CHAPPEL AVE,CHICAGO,2020-08-13,180000.0,4166.0,94,6,3,Slab,Hot Water Steam,Central A/C,1.0,6,1.0,2020,8
234,8429 S KIMBARK AVE,CHICAGO,2019-07-25,192000.0,5040.0,65,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2019,7
205,9957 S CAMPBELL AVE,CHICAGO,2019-08-14,315000.0,5657.0,78,6,3,Full,Warm Air Furnace,No Central A/C,2.0,6,1.0,2019,8
203,8553 S DANTE AVE,CHICAGO,2019-10-10,242000.0,3750.0,95,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2019,10
234,10207 S HARDING AVE,CHICAGO,2019-08-08,350000.0,5000.0,37,6,3,Partial,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,8
203,7959 S ELIZABETH ST,CHICAGO,2020-05-28,214500.0,3687.0,102,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,5
205,9926 S CAMPBELL AVE,CHICAGO,2018-02-02,270000.0,5000.0,79,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,2
206,10810 S WASHTENAW AVE,CHICAGO,2018-11-19,360000.0,6345.0,80,7,4,Partial,Warm Air Furnace,No Central A/C,1.0,7,2.0,2018,11
203,8249 S CORNELL AVE,CHICAGO,2020-11-15,110000.0,4375.0,97,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
203,7920 S CRANDON AVE,CHICAGO,2019-10-01,78000.0,4166.0,96,7,3,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2019,10
205,8123 S CHAPPEL AVE,CHICAGO,2018-06-11,220000.0,4410.0,120,7,3,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2018,6
203,8236 S CARPENTER ST,CHICAGO,2018-07-20,205000.0,4375.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,7
203,8514 S BISHOP ST,CHICAGO,2020-01-10,97000.0,3125.0,98,5,3,Full,Hot Water Steam,No Central A/C,1.0,5,0.0,2020,1
205,2634 W 104TH ST,CHICAGO,2018-10-02,220000.0,4000.0,76,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,10
203,8000 S PRINCETON AVE,CHICAGO,2018-02-23,186000.0,3124.0,96,8,4,Full,Hot Water Steam,No Central A/C,0.0,8,1.0,2018,2
204,8101 S HOUSTON AVE,CHICAGO,2020-03-03,75000.0,3525.0,90,10,5,Full,Warm Air Furnace,No Central A/C,1.0,10,1.0,2020,3
203,8129 S KIMBARK AVE,CHICAGO,2019-12-27,89000.0,3780.0,99,5,3,Full,Hot Water Steam,No Central A/C,1.0,5,1.0,2019,12
203,8230 S MORGAN ST,CHICAGO,2020-12-16,200000.0,4375.0,100,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,12
202,2911 E 78TH PL,CHICAGO,2020-11-30,15000.0,3000.0,127,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
203,1638 E 84TH ST,CHICAGO,2019-09-27,220000.0,3750.0,98,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,9
204,8451 S CREGIER AVE,CHICAGO,2018-07-09,260000.0,6174.0,99,6,4,Partial,Hot Water Steam,No Central A/C,0.0,6,1.0,2018,7
202,8632 S DREXEL AVE,CHICAGO,2020-02-20,47000.0,4158.0,69,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,2
203,10600 S MAPLEWOOD AVE,CHICAGO,2020-11-22,339000.0,5671.0,71,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
204,8144 S LAFAYETTE AVE,CHICAGO,2020-01-12,55000.0,3720.0,93,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2020,1
203,8343 S ABERDEEN ST,CHICAGO,2018-06-04,185000.0,3750.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,6
202,10514 S SACRAMENTO AVE,CHICAGO,2019-05-01,200000.0,3750.0,86,3,1,Partial,Warm Air Furnace,No Central A/C,0.0,3,0.0,2019,5
234,10217 S SPRINGFIELD AVE,CHICAGO,2019-01-11,349000.0,5187.0,36,5,3,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,1
203,7945 S CHAPPEL AVE,CHICAGO,2019-12-06,95000.0,4062.0,95,7,3,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2019,12
204,7954 S YALE AVE,CHICAGO,2020-10-20,205000.0,4340.0,100,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2020,10
205,1860 E 81ST ST,CHICAGO,2020-10-24,159900.0,3360.0,98,6,3,Full,Hot Water Steam,No Central A/C,1.0,6,1.0,2020,10
203,1450 W 72ND PL,CHICAGO,2018-10-18,67897.0,3625.0,107,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,10
203,10127 S FAIRFIELD AVE,CHICAGO,2019-07-26,150000.0,4445.0,64,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,7
203,8336 S MERRILL AVE,CHICAGO,2018-05-16,110000.0,3750.0,96,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,5
203,8030 S NORMAL AVE,CHICAGO,2018-01-31,14000.0,3250.0,132,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,1
203,8508 S ADA ST,CHICAGO,2018-05-31,85000.0,3125.0,96,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,5
203,8258 S PAXTON AVE,CHICAGO,2020-01-11,95000.0,4625.0,69,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2020,1
203,10405 S TROY ST,CHICAGO,2018-01-03,229000.0,5400.0,64,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,1
203,1537 E 84TH ST,CHICAGO,2020-12-21,315000.0,3750.0,94,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,12
278,8618 S MORGAN ST,CHICAGO,2020-07-30,216420.0,3750.0,13,5,3,Full,Warm Air Furnace,Central A/C,1.0,5,1.0,2020,7
203,8321 S YATES BLVD,CHICAGO,2019-01-10,112000.0,4687.0,70,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,1
202,7823 S MARQUETTE AVE,CHICAGO,2019-12-16,94000.0,4770.0,112,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,12
206,10655 S FAIRFIELD AVE,CHICAGO,2020-09-28,545000.0,5521.0,69,9,3,Partial,Warm Air Furnace,Central A/C,1.0,9,1.0,2020,9
203,8144 S COLFAX AVE,CHICAGO,2020-07-07,188000.0,3937.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,7
202,8308 S PEORIA ST,CHICAGO,2020-12-28,166000.0,3125.0,107,4,3,Full,Warm Air Furnace,No Central A/C,2.0,4,1.0,2020,12
207,7227 S VINCENNES AVE,CHICAGO,2019-02-14,170000.0,2465.0,13,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,2
202,8352 S SEELEY AVE,CHICAGO,2018-10-01,167000.0,3750.0,73,3,2,Slab,Warm Air Furnace,No Central A/C,0.0,3,0.0,2018,10
202,7348 S MARSHFIELD AVE,CHICAGO,2018-01-24,26000.0,3125.0,95,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,1
203,8308 S THROOP ST,CHICAGO,2020-02-20,95000.0,6237.0,95,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,2
203,8378 S BALTIMORE AVE,CHICAGO,2020-03-05,26000.0,3125.0,108,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2020,3
204,8559 S BUFFALO AVE,CHICAGO,2019-09-23,63500.0,2976.0,94,10,4,Full,Warm Air Furnace,No Central A/C,0.0,10,0.0,2019,9
203,8412 S MICHIGAN AVE,CHICAGO,2019-07-10,154000.0,4830.0,81,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,7
203,8549 S JEFFERY AVE,CHICAGO,2020-05-05,199900.0,3906.0,65,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2020,5
202,10733 S TROY ST,CHICAGO,2020-04-10,145000.0,6200.0,107,4,2,Partial,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,4
205,9909 S MAPLEWOOD AVE,CHICAGO,2020-01-11,250000.0,4674.0,72,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,1
203,7202 S SEELEY AVE,CHICAGO,2020-09-02,88000.0,3875.0,63,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
203,8041 S WABASH AVE,CHICAGO,2020-08-20,95000.0,4508.0,96,5,2,Full,Warm Air Furnace,No Central A/C,1.0,5,0.0,2020,8
203,7928 S KIMBARK AVE,CHICAGO,2020-11-07,66000.0,3780.0,60,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
203,1620 E 86TH ST,CHICAGO,2020-09-02,135000.0,3750.0,94,7,3,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2020,9
205,8605 S YATES BLVD,CHICAGO,2020-02-20,55000.0,4500.0,104,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2020,2
234,8529 S WOODLAWN AVE,CHICAGO,2019-07-29,180900.0,5535.0,64,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,7
203,8353 S PHILLIPS AVE,CHICAGO,2020-12-30,70000.0,4687.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,12
203,1737 E 84TH ST,CHICAGO,2018-06-08,65000.0,3541.0,94,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,6
203,8301 S YATES BLVD,CHICAGO,2020-10-01,77000.0,4041.0,63,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,10
203,10619 S MAPLEWOOD AVE,CHICAGO,2020-01-11,237500.0,5000.0,71,6,2,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,1
202,8137 S CALUMET AVE,CHICAGO,2020-02-21,28900.0,4500.0,100,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,2
203,8137 S COMMERCIAL AVE,CHICAGO,2020-10-10,195000.0,3782.0,58,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
203,8449 S INDIANA AVE,CHICAGO,2018-01-04,247000.0,5346.0,80,5,3,Full,Warm Air Furnace,Central A/C,1.0,5,1.0,2018,1
205,8540 S EUCLID AVE,CHICAGO,2020-12-28,225000.0,4166.0,93,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,12
203,7931 S OGLESBY AVE,CHICAGO,2018-03-22,85000.0,3978.0,97,6,3,Partial,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,3
202,8156 S BRANDON AVE,CHICAGO,2019-06-04,70000.0,3024.0,110,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2019,6
203,1732 E 84TH ST,CHICAGO,2020-06-17,227500.0,3750.0,94,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,6
202,8205 S WOODLAWN AVE,CHICAGO,2018-06-19,198000.0,3660.0,97,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,6
205,10740 S CAMPBELL AVE,CHICAGO,2019-09-12,265000.0,3906.0,82,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,0.0,2019,9
205,9930 S ARTESIAN AVE,CHICAGO,2019-06-11,215000.0,5000.0,74,5,3,Full,Warm Air Furnace,Central A/C,1.0,5,0.0,2019,6
205,2454 W 107TH ST,CHICAGO,2019-02-11,325000.0,3750.0,71,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,2
203,2504 W 107TH ST,CHICAGO,2018-07-03,320000.0,3750.0,80,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,7
205,10726 S TALMAN AVE,CHICAGO,2019-02-25,325000.0,4826.0,69,5,3,Full,Warm Air Furnace,No Central A/C,1.0,5,1.0,2019,2
205,7600 S WOOD ST,CHICAGO,2020-09-15,135000.0,3750.0,79,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
204,8137 S PERRY AVE,CHICAGO,2018-05-11,85000.0,3720.0,94,8,4,Full,Warm Air Furnace,No Central A/C,0.0,8,0.0,2018,5
203,8347 S MARQUETTE AVE,CHICAGO,2019-09-16,34000.0,3125.0,112,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2019,9
295,1138 S UNIVERSITY AVE,CHICAGO,2019-11-15,43000.0,1398.0,50,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,1.0,2019,11
205,7963 S YATES BLVD,CHICAGO,2020-10-17,280000.0,4960.0,68,7,3,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2020,10
207,8133 S EMERALD AVE,CHICAGO,2019-03-13,185000.0,5041.0,13,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2019,3
203,2922 E 78TH ST,CHICAGO,2020-08-24,230000.0,4687.0,132,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,8
205,10606 S ALBANY AVE,CHICAGO,2018-03-07,285000.0,4500.0,70,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2018,3
205,7726 S SEELEY AVE,CHICAGO,2020-08-18,198000.0,3750.0,76,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,8
203,8516 S ABERDEEN ST,CHICAGO,2018-07-23,127360.0,5000.0,104,5,2,Full,Warm Air Furnace,Central A/C,1.0,5,1.0,2018,7
205,8236 S CORNELL AVE,CHICAGO,2020-10-20,13000.0,6250.0,129,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2020,10
207,8120 S EMERALD AVE,CHICAGO,2019-04-11,189900.0,4500.0,13,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2019,4
202,11019 S ALBANY AVE,CHICAGO,2018-03-12,162000.0,3350.0,67,5,3,Crawl,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,3
203,8435 S KING DR,CHICAGO,2018-05-07,225000.0,5040.0,70,6,4,Full,Electric Heater,Central A/C,0.0,6,0.0,2018,5
205,8235 S CORNELL AVE,CHICAGO,2020-11-16,78000.0,6250.0,127,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,0.0,2020,11
203,8344 S PAXTON AVE,CHICAGO,2018-04-16,183000.0,3750.0,96,8,5,Full,Warm Air Furnace,No Central A/C,0.0,8,0.0,2018,4
203,8445 S BURNHAM AVE,CHICAGO,2019-02-22,65000.0,4000.0,98,8,3,Full,Hot Water Steam,No Central A/C,0.0,8,0.0,2019,2
206,8225 S OGLESBY AVE,CHICAGO,2019-10-10,260000.0,6250.0,71,6,4,Partial,Hot Water Steam,Central A/C,1.0,6,1.0,2019,10
203,8106 S HARPER AVE,CHICAGO,2018-09-14,70000.0,4025.0,98,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,9
202,10400 S ALBANY AVE,CHICAGO,2020-07-07,175000.0,4485.0,73,3,2,Full,Warm Air Furnace,No Central A/C,0.0,3,0.0,2020,7
278,10810 S ALBANY AVE,CHICAGO,2020-09-01,486000.0,6200.0,3,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2020,9
203,8342 S KINGSTON AVE,CHICAGO,2020-11-09,75000.0,3150.0,105,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
203,8425 S ESSEX AVE,CHICAGO,2019-04-23,64000.0,4687.0,91,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2019,4
202,8635 S ESSEX AVE,CHICAGO,2020-10-27,30000.0,3750.0,99,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,10
202,10636 S ALBANY AVE,CHICAGO,2018-09-13,210000.0,3999.0,68,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2018,9
203,10542 S TROY ST,CHICAGO,2018-03-27,193000.0,3050.0,58,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,3
203,1425 E 83RD ST,CHICAGO,2018-08-07,65000.0,3477.0,95,6,3,Full,Warm Air Furnace,No Central A/C,1.0,6,1.0,2018,8
278,8438 S CONSTANCE AVE,CHICAGO,2019-02-19,287000.0,4725.0,15,8,5,Full,Warm Air Furnace,Central A/C,1.0,8,0.0,2019,2
202,10911 S TROY ST,CHICAGO,2019-11-20,510000.0,6250.0,95,5,2,Partial,Warm Air Furnace,Central A/C,2.0,5,1.0,2019,11
203,8241 S KINGSTON AVE,CHICAGO,2018-06-14,149000.0,3750.0,65,6,3,Partial,Warm Air Furnace,No Central A/C,0.0,6,1.0,2018,6
205,8116 S JEFFERY BLVD,CHICAGO,2018-06-06,45000.0,3150.0,73,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,6
203,8119 S ELIZABETH ST,CHICAGO,2019-06-07,223000.0,4000.0,98,6,3,Full,Hot Water Steam,No Central A/C,1.0,6,1.0,2019,6
202,8307 S ABERDEEN ST,CHICAGO,2018-02-20,80000.0,4000.0,99,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,2
203,7955 S KENWOOD AVE,CHICAGO,2019-11-05,83000.0,3780.0,74,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,11
203,8052 S SAGINAW AVE,CHICAGO,2019-11-19,44500.0,4125.0,94,6,2,Full,Hot Water Steam,No Central A/C,1.0,6,0.0,2019,11
203,7840 S MARQUETTE AVE,CHICAGO,2018-09-11,43000.0,4770.0,112,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2018,9
205,1533 E 83RD ST,CHICAGO,2020-03-12,40000.0,3750.0,71,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,3
203,10839 S ALBANY AVE,CHICAGO,2019-06-12,249000.0,4960.0,79,5,3,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,6
203,8148 S KING DR,CHICAGO,2020-09-02,27500.0,4500.0,102,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2020,9
203,8317 S PAXTON AVE,CHICAGO,2018-05-23,113000.0,3625.0,96,5,3,Full,Hot Water Steam,No Central A/C,1.0,5,0.0,2018,5
203,10343 S FAIRFIELD AVE,CHICAGO,2020-12-04,290000.0,7360.0,71,6,4,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,12
203,7811 S PAULINA ST,CHICAGO,2019-05-08,66000.0,3750.0,97,7,3,Partial,Hot Water Steam,No Central A/C,0.0,7,1.0,2019,5
202,10719 S KEDZIE AVE,CHICAGO,2020-12-28,213000.0,4960.0,80,4,2,Full,Warm Air Furnace,Central A/C,1.0,4,0.0,2020,12
202,10320 S WHIPPLE ST,CHICAGO,2019-07-29,183000.0,3750.0,69,5,2,Full,Electric Heater,No Central A/C,0.0,5,0.0,2019,7
203,8009 S BISHOP ST,CHICAGO,2020-10-22,78000.0,4000.0,101,7,4,Full,Hot Water Steam,No Central A/C,1.0,7,1.0,2020,10
203,8049 S OGLESBY AVE,CHICAGO,2019-11-22,100000.0,4125.0,95,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,1.0,2019,11
205,8149 S KENWOOD AVE,CHICAGO,2020-11-25,180000.0,3150.0,122,6,3,Full,Electric Heater,No Central A/C,0.0,6,0.0,2020,11
203,10826 S TALMAN AVE,CHICAGO,2020-10-17,449000.0,5080.0,93,5,2,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,10
202,10508 S TROY ST,CHICAGO,2018-10-09,245400.0,4067.0,71,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,10
203,8348 S OGLESBY AVE,CHICAGO,2018-11-07,56100.0,3750.0,99,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,11
203,9931 S WASHTENAW AVE,CHICAGO,2019-09-05,290000.0,4445.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,9
203,7634 S BISHOP ST,CHICAGO,2018-11-05,177200.0,5340.0,96,5,3,Partial,Hot Water Steam,No Central A/C,0.0,5,1.0,2018,11
203,7943 S BENNETT AVE,CHICAGO,2018-10-18,120000.0,4375.0,104,7,3,Full,Hot Water Steam,No Central A/C,1.0,7,1.0,2018,10
204,8400 S KING DR,CHICAGO,2020-11-09,120000.0,8078.0,63,6,4,Slab,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,11
207,1133 E 83RD ST,CHICAGO,2018-07-10,225000.0,2220.0,21,6,3,Slab,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,7
202,8105 S CHAPPEL AVE,CHICAGO,2019-09-03,89000.0,3780.0,95,7,4,Full,Warm Air Furnace,No Central A/C,1.0,7,0.0,2019,9
202,8002 S COLES AVE,CHICAGO,2018-09-14,27000.0,3100.0,105,4,2,Full,Hot Water Steam,No Central A/C,0.0,4,0.0,2018,9
278,10759 S CAMPBELL AVE,CHICAGO,2020-01-11,530000.0,5625.0,3,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2020,1
203,8045 S BURNHAM AVE,CHICAGO,2019-09-27,135000.0,3100.0,58,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,9
205,10116 S ARTESIAN AVE,CHICAGO,2019-02-26,267000.0,5000.0,72,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2019,2
203,7915 S EUCLID AVE,CHICAGO,2020-02-20,315000.0,4410.0,107,6,3,Full,Hot Water Steam,No Central A/C,1.0,6,0.0,2020,2
203,8641 S MICHIGAN AVE,CHICAGO,2020-01-10,178000.0,5110.0,81,6,3,Partial,Hot Water Steam,No Central A/C,0.0,6,1.0,2020,1
203,7815 S HERMITAGE AVE,CHICAGO,2020-03-11,53000.0,3750.0,97,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,3
203,8215 S AVALON AVE,CHICAGO,2020-11-10,77000.0,3780.0,100,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,11
203,8041 S MAY ST,CHICAGO,2020-10-09,190900.0,4000.0,102,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
205,2906 E 77TH ST,CHICAGO,2019-10-28,125000.0,3480.0,126,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2019,10
203,1439 E 83RD ST,CHICAGO,2018-04-19,65000.0,4125.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,4
